Nombre,RUT,Curso,Sección,Asignatura,Profesor,Fecha,Tipo,Nota
Veronica Diaz,10000957-9,3ro Medio,B,Biología,Jose Perez,06-03-2025,evaluacion,97
Veronica Rodriguez,10000960-9,3ro Medio,B,Biología,Jose Perez,06-03-2025,evaluacion,93
Veronica Arancibia,10000968-4,3ro Medio,B,Biología,Jose Perez,06-03-2025,evaluacion,85
Catalina Gomez,10001054-2,4to Medio,B,"Historia, Geografía y Ciencias Sociales",Doris Castro,06-03-2025,prueba,58
Catalina Cortes,10001079-8,4to Medio,B,"Historia, Geografía y Ciencias Sociales",Doris Castro,06-03-2025,prueba,80
Ana Perez,10000003-2,1ro Básico,A,Matemáticas,Ana López,07-03-2025,tarea,40
Ana Silva,10000015-6,1ro Básico,A,Matemáticas,Ana López,07-03-2025,tarea,68
Ana Palma,10000021-0,1ro Básico,A,Matemáticas,Ana López,07-03-2025,tarea,88
Ana Cubillos,10000033-4,1ro Básico,A,Matemáticas,Ana López,07-03-2025,tarea,38
Ana Vargas,10000036-9,1ro Básico,A,Matemáticas,Ana López,07-03-2025,tarea,82
Carlos Tapia,10000193-4,3ro Básico,A,"Historia, Geografía y Ciencias Sociales",Sofía Martínez,07-03-2025,prueba,42
Martin Perez,10000203-5,3ro Básico,A,"Historia, Geografía y Ciencias Sociales",Sofía Martínez,07-03-2025,prueba,52
Martin Diaz,10000207-8,3ro Básico,A,"Historia, Geografía y Ciencias Sociales",Sofía Martínez,07-03-2025,prueba,94
Martin Rodriguez,10000210-8,3ro Básico,A,"Historia, Geografía y Ciencias Sociales",Sofía Martínez,07-03-2025,prueba,95
Javier Arancibia,10000318-K,4to Básico,B,Matemáticas,Javier Ramírez,07-03-2025,prueba,81
Javier Serrano,10000344-9,4to Básico,B,Matemáticas,Javier Ramírez,07-03-2025,prueba,64
Mariana Vera,10000361-9,5to Básico,A,"Historia, Geografía y Ciencias Sociales",Ruben Alvarez,07-03-2025,prueba,67
Mariana Herrera,10000363-5,5to Básico,A,"Historia, Geografía y Ciencias Sociales",Ruben Alvarez,07-03-2025,prueba,94
Mariana Vargas,10000386-4,5to Básico,A,"Historia, Geografía y Ciencias Sociales",Ruben Alvarez,07-03-2025,prueba,43
Mariana Cruz,10000387-2,5to Básico,A,"Historia, Geografía y Ciencias Sociales",Ruben Alvarez,07-03-2025,prueba,98
Mariana Carmona,10000395-3,5to Básico,A,"Historia, Geografía y Ciencias Sociales",Ruben Alvarez,07-03-2025,prueba,99
Mariana Quinteros,10000396-1,5to Básico,A,"Historia, Geografía y Ciencias Sociales",Ruben Alvarez,07-03-2025,prueba,76
Luis Rios,10000412-7,5to Básico,B,Ciencias Naturales,Natalia Castro,07-03-2025,evaluacion,98
Luis Munoz,10000416-K,5to Básico,B,Ciencias Naturales,Natalia Castro,07-03-2025,evaluacion,83
Luis Mendez,10000423-2,5to Básico,B,Ciencias Naturales,Natalia Castro,07-03-2025,evaluacion,84
Luis Carmona,10000445-3,5to Básico,B,Ciencias Naturales,Natalia Castro,07-03-2025,evaluacion,99
Luis Sepulveda,10000447-K,5to Básico,B,Ciencias Naturales,Natalia Castro,07-03-2025,evaluacion,68
Teresa Mendez,10000573-5,7mo Básico,A,Lenguaje y Comunicación,Claudia Rojas,07-03-2025,prueba,78
Teresa Salinas,10000581-6,7mo Básico,A,Lenguaje y Comunicación,Claudia Rojas,07-03-2025,prueba,93
Teresa Cruz,10000587-5,7mo Básico,B,Ciencias Naturales,Felipe Mendez,07-03-2025,evaluacion,91
Teresa Valenzuela,10000588-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,07-03-2025,evaluacion,63
Teresa Quinteros,10000596-4,7mo Básico,B,Ciencias Naturales,Felipe Mendez,07-03-2025,evaluacion,61
Teresa Campos,10000599-9,7mo Básico,B,Ciencias Naturales,Felipe Mendez,07-03-2025,evaluacion,32
Juan Martinez,10000605-7,7mo Básico,B,Ciencias Naturales,Felipe Mendez,07-03-2025,evaluacion,95
Juan Morales,10000609-K,7mo Básico,B,Ciencias Naturales,Felipe Mendez,07-03-2025,evaluacion,36
Juan Rodriguez,10000610-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,07-03-2025,evaluacion,96
Juan Arancibia,10000618-9,7mo Básico,B,Ciencias Naturales,Felipe Mendez,07-03-2025,evaluacion,85
Juan Castro,10000620-0,7mo Básico,B,Ciencias Naturales,Felipe Mendez,07-03-2025,evaluacion,48
Juan Bravo,10000624-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,07-03-2025,evaluacion,91
Jose Mendez,10000723-1,1ro Medio,A,Física,Luis Díaz,07-03-2025,evaluacion,85
Jose Ortiz,10000727-4,1ro Medio,A,Física,Luis Díaz,07-03-2025,evaluacion,94
Jose Salinas,10000731-2,1ro Medio,A,Física,Luis Díaz,07-03-2025,evaluacion,80
Jose Molina,10000740-1,1ro Medio,A,Física,Luis Díaz,07-03-2025,evaluacion,67
Sandra Herrera,10000763-0,1ro Medio,A,Física,Luis Díaz,07-03-2025,evaluacion,89
Jose Mendez,10000723-1,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,07-03-2025,prueba,66
Jose Ortiz,10000727-4,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,07-03-2025,prueba,78
Jose Salinas,10000731-2,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,07-03-2025,prueba,38
Jose Molina,10000740-1,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,07-03-2025,prueba,65
Sandra Herrera,10000763-0,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,07-03-2025,prueba,37
Jose Mendez,10000723-1,1ro Medio,A,Educación Ciudadana,Pedro Segura,07-03-2025,tarea,54
Jose Ortiz,10000727-4,1ro Medio,A,Educación Ciudadana,Pedro Segura,07-03-2025,tarea,48
Jose Salinas,10000731-2,1ro Medio,A,Educación Ciudadana,Pedro Segura,07-03-2025,tarea,82
Jose Molina,10000740-1,1ro Medio,A,Educación Ciudadana,Pedro Segura,07-03-2025,tarea,88
Sandra Herrera,10000763-0,1ro Medio,A,Educación Ciudadana,Pedro Segura,07-03-2025,tarea,97
Patricia Diaz,10000857-2,2do Medio,B,Educación Ciudadana,Melisa Segura,07-03-2025,evaluacion,97
Patricia Rojas,10000872-6,2do Medio,B,Educación Ciudadana,Melisa Segura,07-03-2025,evaluacion,69
Patricia Salinas,10000881-5,2do Medio,B,Educación Ciudadana,Melisa Segura,07-03-2025,evaluacion,94
Patricia Valenzuela,10000888-2,2do Medio,B,Educación Ciudadana,Melisa Segura,07-03-2025,evaluacion,81
Patricia Sepulveda,10000897-1,2do Medio,B,Educación Ciudadana,Melisa Segura,07-03-2025,evaluacion,40
Patricia Benitez,10000898-K,2do Medio,B,Educación Ciudadana,Melisa Segura,07-03-2025,evaluacion,65
Veronica Carmona,10000995-1,4to Medio,A,Física,Adriana Velez,07-03-2025,tarea,39
Andres Castro,10001020-8,4to Medio,A,Física,Adriana Velez,07-03-2025,tarea,99
Andres Soto,10001026-7,4to Medio,A,Física,Adriana Velez,07-03-2025,tarea,50
Andres Ortiz,10001027-5,4to Medio,A,Física,Adriana Velez,07-03-2025,tarea,34
Carlos Diaz,10000157-8,2do Básico,B,"Historia, Geografía y Ciencias Sociales",Carlos Pérez,08-03-2025,prueba,100
Martin Miranda,10000234-5,3ro Básico,B,Ciencias Naturales,Sofía Martínez,08-03-2025,evaluacion,81
Martin Miranda,10000234-5,3ro Básico,B,"Historia, Geografía y Ciencias Sociales",Sofía Martínez,08-03-2025,evaluacion,51
Sofia Rojas,10000272-8,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,08-03-2025,tarea,79
Sofia Ibarra,10000280-9,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,08-03-2025,tarea,32
Sofia Aguirre,10000291-4,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,08-03-2025,tarea,98
Sofia Leiva,10000292-2,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,08-03-2025,tarea,99
Sofia Sepulveda,10000297-3,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,08-03-2025,tarea,78
Javier Perez,10000303-1,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,08-03-2025,tarea,65
Javier Martinez,10000305-8,4to Básico,A,"Historia, Geografía y Ciencias Sociales",Mariana López,08-03-2025,tarea,61
Luis Rios,10000412-7,5to Básico,B,Matemáticas,Gustavo Farias,08-03-2025,evaluacion,93
Luis Munoz,10000416-K,5to Básico,B,Matemáticas,Gustavo Farias,08-03-2025,evaluacion,97
Luis Mendez,10000423-2,5to Básico,B,Matemáticas,Gustavo Farias,08-03-2025,evaluacion,76
Luis Carmona,10000445-3,5to Básico,B,Matemáticas,Gustavo Farias,08-03-2025,evaluacion,91
Luis Sepulveda,10000447-K,5to Básico,B,Matemáticas,Gustavo Farias,08-03-2025,evaluacion,42
Carla Ramirez,10000456-9,6to Básico,A,Ciencias Naturales,Roberto Palma,08-03-2025,prueba,84
Carla Herrera,10000463-1,6to Básico,A,Ciencias Naturales,Roberto Palma,08-03-2025,prueba,43
Carla Fuentes,10000467-4,6to Básico,A,Ciencias Naturales,Roberto Palma,08-03-2025,prueba,99
Carla Alvarez,10000469-0,6to Básico,A,Ciencias Naturales,Roberto Palma,08-03-2025,prueba,94
Carla Palma,10000471-2,6to Básico,A,Ciencias Naturales,Roberto Palma,08-03-2025,prueba,81
Carla Rojas,10000472-0,6to Básico,A,Ciencias Naturales,Roberto Palma,08-03-2025,prueba,64
Carla Soto,10000476-3,6to Básico,A,Ciencias Naturales,Roberto Palma,08-03-2025,prueba,46
Carla Vargas,10000486-0,6to Básico,A,Ciencias Naturales,Roberto Palma,08-03-2025,prueba,44
Carla Aguirre,10000491-7,6to Básico,A,Ciencias Naturales,Roberto Palma,08-03-2025,prueba,79
Carla Serrano,10000494-1,6to Básico,A,Ciencias Naturales,Roberto Palma,08-03-2025,prueba,81
Raquel Vera,10000661-8,8vo Básico,A,Lenguaje y Comunicación,Lorena Bravo,08-03-2025,tarea,75
Jose Fernandez,10000702-9,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,08-03-2025,evaluacion,71
Jose Rodriguez,10000710-K,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,08-03-2025,evaluacion,75
Jose Silva,10000715-0,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,08-03-2025,evaluacion,59
Jose Munoz,10000716-9,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,08-03-2025,evaluacion,75
Jose Mendez,10000723-1,1ro Medio,A,Física,Luis Díaz,08-03-2025,evaluacion,71
Jose Ortiz,10000727-4,1ro Medio,A,Física,Luis Díaz,08-03-2025,evaluacion,98
Jose Salinas,10000731-2,1ro Medio,A,Física,Luis Díaz,08-03-2025,evaluacion,71
Jose Molina,10000740-1,1ro Medio,A,Física,Luis Díaz,08-03-2025,evaluacion,89
Sandra Herrera,10000763-0,1ro Medio,A,Física,Luis Díaz,08-03-2025,evaluacion,68
Jose Mendez,10000723-1,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,08-03-2025,evaluacion,48
Jose Ortiz,10000727-4,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,08-03-2025,evaluacion,36
Jose Salinas,10000731-2,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,08-03-2025,evaluacion,75
Jose Molina,10000740-1,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,08-03-2025,evaluacion,50
Sandra Herrera,10000763-0,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,08-03-2025,evaluacion,85
Patricia Diaz,10000857-2,2do Medio,B,Biología,Teresa Diaz,08-03-2025,prueba,75
Patricia Rojas,10000872-6,2do Medio,B,Biología,Teresa Diaz,08-03-2025,prueba,96
Patricia Salinas,10000881-5,2do Medio,B,Biología,Teresa Diaz,08-03-2025,prueba,100
Patricia Valenzuela,10000888-2,2do Medio,B,Biología,Teresa Diaz,08-03-2025,prueba,62
Patricia Sepulveda,10000897-1,2do Medio,B,Biología,Teresa Diaz,08-03-2025,prueba,100
Patricia Benitez,10000898-K,2do Medio,B,Biología,Teresa Diaz,08-03-2025,prueba,32
Esteban Martinez,10000905-6,3ro Medio,A,Educación Ciudadana,Marcos Seguel,08-03-2025,evaluacion,96
Esteban Valenzuela,10000938-2,3ro Medio,A,Educación Ciudadana,Marcos Seguel,08-03-2025,evaluacion,92
Veronica Carmona,10000995-1,4to Medio,A,Química,Doris Castro,08-03-2025,evaluacion,43
Veronica Carmona,10000995-1,4to Medio,A,Química,Doris Castro,08-03-2025,evaluacion,36
Andres Castro,10001020-8,4to Medio,A,Química,Doris Castro,08-03-2025,evaluacion,63
Andres Castro,10001020-8,4to Medio,A,Química,Doris Castro,08-03-2025,evaluacion,83
Andres Soto,10001026-7,4to Medio,A,Química,Doris Castro,08-03-2025,evaluacion,93
Andres Soto,10001026-7,4to Medio,A,Química,Doris Castro,08-03-2025,evaluacion,94
Andres Ortiz,10001027-5,4to Medio,A,Química,Doris Castro,08-03-2025,evaluacion,31
Andres Ortiz,10001027-5,4to Medio,A,Química,Doris Castro,08-03-2025,evaluacion,55
Carlos Diaz,10000157-8,2do Básico,B,Lenguaje y Comunicación,Lucía Fernández,09-03-2025,tarea,59
Carlos Tapia,10000193-4,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,09-03-2025,tarea,75
Martin Perez,10000203-5,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,09-03-2025,tarea,95
Martin Diaz,10000207-8,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,09-03-2025,tarea,94
Martin Rodriguez,10000210-8,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,09-03-2025,tarea,91
Jose Mendez,10000723-1,1ro Medio,A,Filosofía,Pedro Segura,09-03-2025,tarea,38
Jose Ortiz,10000727-4,1ro Medio,A,Filosofía,Pedro Segura,09-03-2025,tarea,91
Jose Salinas,10000731-2,1ro Medio,A,Filosofía,Pedro Segura,09-03-2025,tarea,34
Jose Molina,10000740-1,1ro Medio,A,Filosofía,Pedro Segura,09-03-2025,tarea,95
Sandra Herrera,10000763-0,1ro Medio,A,Filosofía,Pedro Segura,09-03-2025,tarea,64
Sandra Sepulveda,10000797-5,1ro Medio,B,Química,Carla Sánchez,09-03-2025,tarea,71
Sandra Campos,10000799-1,1ro Medio,B,Química,Carla Sánchez,09-03-2025,tarea,55
Marcos Sanchez,10000808-4,1ro Medio,B,Química,Carla Sánchez,09-03-2025,tarea,72
Patricia Diaz,10000857-2,2do Medio,B,Biología,Teresa Diaz,09-03-2025,evaluacion,76
Patricia Rojas,10000872-6,2do Medio,B,Biología,Teresa Diaz,09-03-2025,evaluacion,93
Patricia Salinas,10000881-5,2do Medio,B,Biología,Teresa Diaz,09-03-2025,evaluacion,97
Patricia Valenzuela,10000888-2,2do Medio,B,Biología,Teresa Diaz,09-03-2025,evaluacion,72
Patricia Sepulveda,10000897-1,2do Medio,B,Biología,Teresa Diaz,09-03-2025,evaluacion,95
Patricia Benitez,10000898-K,2do Medio,B,Biología,Teresa Diaz,09-03-2025,evaluacion,34
Esteban Carmona,10000945-5,3ro Medio,B,"Historia, Geografía y Ciencias Sociales",Daniela Segura,09-03-2025,tarea,37
Veronica Fernandez,10000952-8,3ro Medio,B,"Historia, Geografía y Ciencias Sociales",Daniela Segura,09-03-2025,tarea,77
Veronica Diaz,10000957-9,3ro Medio,B,"Historia, Geografía y Ciencias Sociales",Daniela Segura,09-03-2025,tarea,74
Veronica Rodriguez,10000960-9,3ro Medio,B,"Historia, Geografía y Ciencias Sociales",Daniela Segura,09-03-2025,tarea,68
Veronica Arancibia,10000968-4,3ro Medio,B,"Historia, Geografía y Ciencias Sociales",Daniela Segura,09-03-2025,tarea,100
Veronica Carmona,10000995-1,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,09-03-2025,evaluacion,75
Andres Castro,10001020-8,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,09-03-2025,evaluacion,68
Andres Soto,10001026-7,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,09-03-2025,evaluacion,41
Andres Ortiz,10001027-5,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,09-03-2025,evaluacion,50
Javier Arancibia,10000318-K,4to Básico,B,Matemáticas,Javier Ramírez,10-03-2025,tarea,66
Javier Serrano,10000344-9,4to Básico,B,Matemáticas,Javier Ramírez,10-03-2025,tarea,73
Luis Rios,10000412-7,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,10-03-2025,tarea,95
Luis Munoz,10000416-K,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,10-03-2025,tarea,57
Luis Mendez,10000423-2,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,10-03-2025,tarea,44
Luis Carmona,10000445-3,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,10-03-2025,tarea,69
Luis Sepulveda,10000447-K,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,10-03-2025,tarea,68
Teresa Mendez,10000573-5,7mo Básico,A,Ciencias Naturales,Claudia Rojas,10-03-2025,prueba,82
Teresa Salinas,10000581-6,7mo Básico,A,Ciencias Naturales,Claudia Rojas,10-03-2025,prueba,71
Sandra Sepulveda,10000797-5,1ro Medio,B,Educación Ciudadana,Pedro Segura,10-03-2025,tarea,75
Sandra Campos,10000799-1,1ro Medio,B,Educación Ciudadana,Pedro Segura,10-03-2025,tarea,71
Marcos Sanchez,10000808-4,1ro Medio,B,Educación Ciudadana,Pedro Segura,10-03-2025,tarea,88
Marcos Herrera,10000813-0,2do Medio,A,Biología,Teresa Diaz,10-03-2025,evaluacion,64
Marcos Navarro,10000814-9,2do Medio,A,Biología,Teresa Diaz,10-03-2025,evaluacion,47
Marcos Cortes,10000829-7,2do Medio,A,Biología,Teresa Diaz,10-03-2025,evaluacion,94
Marcos Nunez,10000832-7,2do Medio,A,Biología,Teresa Diaz,10-03-2025,evaluacion,99
Marcos Cruz,10000837-8,2do Medio,A,Biología,Teresa Diaz,10-03-2025,evaluacion,66
Marcos Tapia,10000843-2,2do Medio,A,Biología,Teresa Diaz,10-03-2025,evaluacion,94
Marcos Serrano,10000844-0,2do Medio,A,Biología,Teresa Diaz,10-03-2025,evaluacion,80
Patricia Lopez,10000850-5,2do Medio,A,Biología,Teresa Diaz,10-03-2025,evaluacion,83
Patricia Gomez,10000854-8,2do Medio,A,Biología,Teresa Diaz,10-03-2025,evaluacion,32
Esteban Carmona,10000945-5,3ro Medio,B,Biología,Jose Perez,10-03-2025,prueba,98
Veronica Fernandez,10000952-8,3ro Medio,B,Biología,Jose Perez,10-03-2025,prueba,79
Veronica Diaz,10000957-9,3ro Medio,B,Biología,Jose Perez,10-03-2025,prueba,91
Veronica Rodriguez,10000960-9,3ro Medio,B,Biología,Jose Perez,10-03-2025,prueba,96
Veronica Arancibia,10000968-4,3ro Medio,B,Biología,Jose Perez,10-03-2025,prueba,66
Catalina Gomez,10001054-2,4to Medio,B,Química,Doris Castro,10-03-2025,prueba,57
Catalina Cortes,10001079-8,4to Medio,B,Química,Doris Castro,10-03-2025,prueba,33
Ana Perez,10000003-2,1ro Básico,A,Matemáticas,Ana López,11-03-2025,prueba,30
Ana Silva,10000015-6,1ro Básico,A,Matemáticas,Ana López,11-03-2025,prueba,72
Ana Palma,10000021-0,1ro Básico,A,Matemáticas,Ana López,11-03-2025,prueba,64
Ana Cubillos,10000033-4,1ro Básico,A,Matemáticas,Ana López,11-03-2025,prueba,52
Ana Vargas,10000036-9,1ro Básico,A,Matemáticas,Ana López,11-03-2025,prueba,76
Pedro Molina,10000090-3,2do Básico,A,Ciencias Naturales,Carlos Pérez,11-03-2025,evaluacion,86
Lucia Perez,10000103-9,2do Básico,A,Ciencias Naturales,Carlos Pérez,11-03-2025,evaluacion,61
Lucia Ramirez,10000106-3,2do Básico,A,Ciencias Naturales,Carlos Pérez,11-03-2025,evaluacion,55
Lucia Mendez,10000123-3,2do Básico,A,Ciencias Naturales,Carlos Pérez,11-03-2025,evaluacion,30
Carlos Tapia,10000193-4,3ro Básico,A,Ciencias Naturales,Sofía Martínez,11-03-2025,evaluacion,39
Martin Perez,10000203-5,3ro Básico,A,Ciencias Naturales,Sofía Martínez,11-03-2025,evaluacion,83
Martin Diaz,10000207-8,3ro Básico,A,Ciencias Naturales,Sofía Martínez,11-03-2025,evaluacion,98
Martin Rodriguez,10000210-8,3ro Básico,A,Ciencias Naturales,Sofía Martínez,11-03-2025,evaluacion,82
Carla Ramirez,10000456-9,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,11-03-2025,evaluacion,62
Carla Herrera,10000463-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,11-03-2025,evaluacion,97
Carla Fuentes,10000467-4,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,11-03-2025,evaluacion,68
Carla Alvarez,10000469-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,11-03-2025,evaluacion,65
Carla Palma,10000471-2,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,11-03-2025,evaluacion,68
Carla Rojas,10000472-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,11-03-2025,evaluacion,99
Carla Soto,10000476-3,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,11-03-2025,evaluacion,45
Carla Vargas,10000486-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,11-03-2025,evaluacion,88
Carla Aguirre,10000491-7,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,11-03-2025,evaluacion,68
Carla Serrano,10000494-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,11-03-2025,evaluacion,92
Miguel Morales,10000509-3,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,11-03-2025,tarea,44
Miguel Arancibia,10000518-2,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,11-03-2025,tarea,80
Miguel Ibarra,10000530-1,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,11-03-2025,tarea,65
Miguel Nunez,10000532-8,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,11-03-2025,tarea,81
Miguel Cruz,10000537-9,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,11-03-2025,tarea,69
Miguel Valenzuela,10000538-7,6to Básico,B,Lenguaje y Comunicación,Roberto Palma,11-03-2025,tarea,82
Teresa Cruz,10000587-5,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-03-2025,tarea,61
Teresa Valenzuela,10000588-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-03-2025,tarea,48
Teresa Quinteros,10000596-4,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-03-2025,tarea,58
Teresa Campos,10000599-9,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-03-2025,tarea,81
Juan Martinez,10000605-7,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-03-2025,tarea,74
Juan Morales,10000609-K,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-03-2025,tarea,62
Juan Rodriguez,10000610-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-03-2025,tarea,98
Juan Arancibia,10000618-9,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-03-2025,tarea,98
Juan Castro,10000620-0,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-03-2025,tarea,46
Juan Bravo,10000624-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-03-2025,tarea,30
Teresa Cruz,10000587-5,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,11-03-2025,evaluacion,79
Teresa Valenzuela,10000588-3,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,11-03-2025,evaluacion,99
Teresa Quinteros,10000596-4,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,11-03-2025,evaluacion,80
Teresa Campos,10000599-9,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,11-03-2025,evaluacion,60
