nombre,rut,curso,seccion,asignatura,profesor,fecha,tipo,nota,tema
Benjamín Muñoz Sepúlveda,10000048-2,1ro Básico,B,Tecnología,Samuel Jara Bustos,2025-10-16,tarea,5.3,Tecnología
Catalina Díaz Jara,10000147-0,2do Básico,B,Artes Visuales,Manuel Romero Cortés,2025-12-08,tarea,5.0,Artes Visuales
Ignacia Muñoz Contreras,10000077-6,1ro Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-07-09,prueba,6.4,Matemáticas
Francisca Muñoz Espinoza,10000081-4,1ro Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-03-20,tarea,5.3,Ciencias Naturales
Isidora Rojas Espinoza,10000096-2,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-09-21,tarea,4.9,Ciencias Naturales
Amanda Rojas Cortés,10000100-4,2do Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-03-28,tarea,5.0,Ciencias Naturales
Sofía Díaz González,10000135-7,2do Básico,B,Orientación,Andrés Poblete Oyarzún,2025-10-01,evaluacion,6.0,Orientación
Maite Muñoz González,10000075-k,1ro Básico,B,Inglés,Renata Contreras Vera,2025-03-20,tarea,5.3,Inglés
Sebastián Rojas Cortés,10000115-2,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-03-29,tarea,4.4,Tecnología
Carolina González Cortés,10000040-7,1ro Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-11-13,evaluacion,5.3,Tecnología
Sofía González González,10000000-8,1ro Básico,A,Orientación,Constanza Riquelme Carvajal,2025-11-08,tarea,4.5,Orientación
Antonia Muñoz Torres,10000065-2,1ro Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-09-06,prueba,5.7,Lenguaje y Comunicación
Lucas Díaz Torres,10000140-3,2do Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-12-24,prueba,4.5,Tecnología
Renata Muñoz López,10000079-2,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-05-08,prueba,4.8,Orientación
Sofía Muñoz González,10000045-8,1ro Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-07-07,prueba,6.5,Lenguaje y Comunicación
Benjamín Muñoz Sepúlveda,10000048-2,1ro Básico,B,Inglés,Renata Contreras Vera,2025-04-02,tarea,5.0,Inglés
Felipe Muñoz Gutiérrez,10000068-7,1ro Básico,B,Artes Visuales,Isidora Flores Paredes,2025-05-19,prueba,6.6,Artes Visuales
María José Rojas Ramírez,10000114-4,2do Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-05-31,evaluacion,5.0,Orientación
Andrés Díaz Díaz,10000166-7,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-04-25,tarea,6.5,Orientación
Ángel Rojas Vega,10000127-6,2do Básico,A,Música,Nicolás Valenzuela Cruz,2025-10-28,prueba,6.1,Música
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-03-17,prueba,6.0,Lenguaje y Comunicación
Cristóbal Rojas Alarcón,10000119-5,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-03-04,prueba,4.6,Artes Visuales
Cristóbal Díaz Alarcón,10000164-0,2do Básico,B,Inglés,Maximiliano Espinoza Molina,2025-12-11,tarea,4.3,Inglés
Diego Díaz Figueroa,10000146-2,2do Básico,B,Matemáticas,Ana González Muñoz,2025-05-26,evaluacion,5.2,Matemáticas
Benjamín Muñoz Sepúlveda,10000048-2,1ro Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-11-30,evaluacion,6.1,Ciencias Naturales
Florencia Rojas Díaz,10000106-3,2do Básico,A,Educación Física,Antonia Castro Campos,2025-03-19,prueba,6.5,Educación Física
Matías Muñoz Díaz,10000046-6,1ro Básico,B,Música,Nicolás Valenzuela Cruz,2025-09-25,evaluacion,5.8,Música
Constanza Rojas Vega,10000112-8,2do Básico,A,Ciencias Naturales,Diego Morales Soto,2025-07-30,evaluacion,4.6,Ciencias Naturales
Maximiliano Díaz López,10000154-3,2do Básico,B,Educación Física,Sebastián Silva Morales,2025-09-18,prueba,5.8,Educación Física
Roberto Díaz Campos,10000178-0,2do Básico,B,Música,Francisca Medina Aros,2025-05-26,tarea,5.5,Música
Vicente Díaz Jara,10000162-4,2do Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-11-29,evaluacion,6.0,Artes Visuales
Josefa Díaz Alarcón,10000149-7,2do Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-06-06,prueba,6.8,Lenguaje y Comunicación
María José Rojas Ramírez,10000114-4,2do Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-12-23,evaluacion,7.0,Matemáticas
Manuel Muñoz Sepúlveda,10000078-4,1ro Básico,B,Inglés,Joaquín Araya Peña,2025-07-03,tarea,5.8,Inglés
Tomás Rojas Ramírez,10000099-7,2do Básico,A,Inglés,Maximiliano Espinoza Molina,2025-10-17,tarea,4.6,Inglés
Sofía Díaz González,10000135-7,2do Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-03-23,tarea,5.1,Ciencias Naturales
Mateo González Torres,10000035-0,1ro Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-12-05,tarea,5.2,Ciencias Naturales
Ángel Rojas Vega,10000127-6,2do Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-12-09,tarea,4.4,Artes Visuales
Andrés Muñoz Díaz,10000076-8,1ro Básico,B,Música,Nicolás Valenzuela Cruz,2025-06-20,prueba,6.2,Música
Santiago Díaz Campos,10000148-9,2do Básico,B,Música,Nicolás Valenzuela Cruz,2025-03-27,evaluacion,4.0,Música
Daniela Díaz Jara,10000177-2,2do Básico,B,Tecnología,Trinidad Santana Ibarra,2025-06-14,evaluacion,6.5,Tecnología
Eduardo Rojas Ramírez,10000129-2,2do Básico,A,Educación Física,Antonia Castro Campos,2025-09-20,tarea,6.6,Educación Física
Amanda González Cortés,10000010-5,1ro Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-06-06,evaluacion,6.4,Tecnología
Vicente Rojas Jara,10000117-9,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-06-24,tarea,6.2,Lenguaje y Comunicación
Trinidad Rojas Sepúlveda,10000108-k,2do Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-03-12,prueba,5.7,Ciencias Naturales
Felipe González Gutiérrez,10000023-7,1ro Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-06-26,tarea,4.1,Orientación
Mateo Rojas Torres,10000125-k,2do Básico,A,Tecnología,Samuel Jara Bustos,2025-10-14,prueba,6.8,Tecnología
Josefa Díaz Alarcón,10000149-7,2do Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-03-27,tarea,5.8,Matemáticas
Eduardo Muñoz Ramírez,10000084-9,1ro Básico,B,Inglés,Joaquín Araya Peña,2025-06-23,prueba,4.1,Inglés
Diego Muñoz Figueroa,10000056-3,1ro Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-09-23,evaluacion,5.2,Artes Visuales
Antonia Díaz Torres,10000155-1,2do Básico,B,Ciencias Naturales,Diego Morales Soto,2025-07-22,tarea,6.2,Ciencias Naturales
Maite Díaz González,10000165-9,2do Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-06-05,tarea,6.6,Tecnología
Maite Díaz González,10000165-9,2do Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-03-15,tarea,6.2,Ciencias Naturales
Amanda Díaz Cortés,10000145-4,2do Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-08-10,evaluacion,6.6,Lenguaje y Comunicación
Alberto González Figueroa,10000041-5,1ro Básico,A,Música,Francisca Medina Aros,2025-08-31,tarea,5.6,Música
Felipe Rojas Gutiérrez,10000113-6,2do Básico,A,Inglés,Renata Contreras Vera,2025-09-29,tarea,4.2,Inglés
Nicolás González González,10000015-6,1ro Básico,A,Educación Física,Sebastián Silva Morales,2025-07-06,prueba,4.3,Educación Física
Amanda Díaz Cortés,10000145-4,2do Básico,B,Tecnología,Trinidad Santana Ibarra,2025-04-14,evaluacion,4.9,Tecnología
Victoria Rojas Gutiérrez,10000128-4,2do Básico,A,Matemáticas,María López García,2025-04-04,evaluacion,4.3,Matemáticas
Gabriel Muñoz Contreras,10000062-8,1ro Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-10-05,tarea,4.6,Artes Visuales
Joaquín Díaz Espinoza,10000156-k,2do Básico,B,Orientación,Andrés Poblete Oyarzún,2025-03-15,evaluacion,4.8,Orientación
Joaquín Rojas Espinoza,10000111-k,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-07-21,prueba,6.0,Lenguaje y Comunicación
Manuel González Sepúlveda,10000033-4,1ro Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-06-18,evaluacion,7.0,Ciencias Naturales
Nicolás Díaz González,10000150-0,2do Básico,B,Inglés,Joaquín Araya Peña,2025-11-06,tarea,6.3,Inglés
Victoria Muñoz Gutiérrez,10000083-0,1ro Básico,B,Música,Nicolás Valenzuela Cruz,2025-04-22,tarea,4.3,Música
Antonia Muñoz Torres,10000065-2,1ro Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-04-04,tarea,5.7,Lenguaje y Comunicación
María José Rojas Ramírez,10000114-4,2do Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-12-10,evaluacion,4.6,Artes Visuales
Lucas González Torres,10000005-9,1ro Básico,A,Matemáticas,María López García,2025-06-29,evaluacion,4.2,Matemáticas
Gabriel Rojas Contreras,10000107-1,2do Básico,A,Orientación,Andrés Poblete Oyarzún,2025-05-16,tarea,7.0,Orientación
Martina Rojas López,10000094-6,2do Básico,A,Ciencias Naturales,Diego Morales Soto,2025-08-03,evaluacion,4.2,Ciencias Naturales
Diego Rojas Figueroa,10000101-2,2do Básico,A,Música,Nicolás Valenzuela Cruz,2025-03-02,evaluacion,4.4,Música
Diego Muñoz Figueroa,10000056-3,1ro Básico,B,Música,Francisca Medina Aros,2025-05-22,tarea,4.9,Música
Vicente Rojas Jara,10000117-9,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-07-20,prueba,6.1,Lenguaje y Comunicación
Maite Rojas González,10000120-9,2do Básico,A,Artes Visuales,Manuel Romero Cortés,2025-04-09,tarea,5.0,Artes Visuales
Sebastián Rojas Cortés,10000115-2,2do Básico,A,Educación Física,Francisco Vargas Jiménez,2025-10-30,prueba,6.8,Educación Física
Carolina Rojas Cortés,10000130-6,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-06-08,tarea,6.0,Tecnología
Tomás Muñoz Ramírez,10000054-7,1ro Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-09-04,tarea,4.9,Lenguaje y Comunicación
Andrés Rojas Díaz,10000121-7,2do Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-07-09,evaluacion,4.7,Ciencias Naturales
Renata González López,10000034-2,1ro Básico,A,Música,Francisca Medina Aros,2025-07-24,evaluacion,5.1,Música
Constanza Díaz Vega,10000157-8,2do Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-08-02,tarea,6.5,Orientación
Roberto Díaz Campos,10000178-0,2do Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-07-06,prueba,5.0,Tecnología
Eduardo Muñoz Ramírez,10000084-9,1ro Básico,B,Tecnología,Trinidad Santana Ibarra,2025-07-10,tarea,4.5,Tecnología
Maite Muñoz González,10000075-k,1ro Básico,B,Educación Física,Francisco Vargas Jiménez,2025-05-06,evaluacion,6.3,Educación Física
Eduardo Muñoz Ramírez,10000084-9,1ro Básico,B,Tecnología,Trinidad Santana Ibarra,2025-06-07,evaluacion,4.8,Tecnología
Josefa Rojas Alarcón,10000104-7,2do Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-08-03,evaluacion,4.7,Orientación
Sofía González González,10000000-8,1ro Básico,A,Matemáticas,María López García,2025-05-23,tarea,6.8,Matemáticas
Vicente Díaz Jara,10000162-4,2do Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-09-10,prueba,7.0,Matemáticas
Catalina Rojas Jara,10000102-0,2do Básico,A,Música,Vicente Tapia Iglesias,2025-06-03,evaluacion,6.0,Música
Maximiliano Muñoz López,10000064-4,1ro Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-07-09,tarea,7.0,Tecnología
Tomás Muñoz Ramírez,10000054-7,1ro Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-07-01,evaluacion,5.0,Lenguaje y Comunicación
Carolina Rojas Cortés,10000130-6,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-09-11,evaluacion,4.7,Tecnología
Florencia Rojas Díaz,10000106-3,2do Básico,A,Inglés,Renata Contreras Vera,2025-11-26,tarea,7.0,Inglés
Ángel Rojas Vega,10000127-6,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-08-26,tarea,5.1,Lenguaje y Comunicación
Matías Muñoz Díaz,10000046-6,1ro Básico,B,Educación Física,Antonia Castro Campos,2025-10-02,evaluacion,5.3,Educación Física
Isidora Díaz Espinoza,10000141-1,2do Básico,B,Educación Física,Antonia Castro Campos,2025-04-03,tarea,7.0,Educación Física
Lucas Díaz Torres,10000140-3,2do Básico,B,Inglés,Joaquín Araya Peña,2025-06-05,tarea,6.3,Inglés
Santiago Rojas Campos,10000103-9,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-05-21,prueba,5.4,Ciencias Naturales
Amanda Díaz Cortés,10000145-4,2do Básico,B,Orientación,Andrés Poblete Oyarzún,2025-11-16,evaluacion,4.2,Orientación
Francisca Muñoz Espinoza,10000081-4,1ro Básico,B,Orientación,Andrés Poblete Oyarzún,2025-09-16,tarea,5.4,Orientación
Roberto González Campos,10000043-1,1ro Básico,A,Música,Francisca Medina Aros,2025-11-26,evaluacion,5.6,Música
Agustín Rojas Vega,10000097-0,2do Básico,A,Tecnología,Trinidad Santana Ibarra,2025-12-13,prueba,5.3,Tecnología
Joaquín González Espinoza,10000021-0,1ro Básico,A,Música,Nicolás Valenzuela Cruz,2025-03-03,prueba,4.9,Música
Joaquín González Espinoza,10000021-0,1ro Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-05-07,evaluacion,4.8,Lenguaje y Comunicación
Catalina Díaz Jara,10000147-0,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-03-15,tarea,4.8,Orientación
Trinidad Díaz Sepúlveda,10000153-5,2do Básico,B,Artes Visuales,Isidora Flores Paredes,2025-03-06,evaluacion,4.9,Artes Visuales
Isidora González Espinoza,10000006-7,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-04-12,prueba,5.1,Lenguaje y Comunicación
Gabriel González Contreras,10000017-2,1ro Básico,A,Inglés,Renata Contreras Vera,2025-06-18,prueba,4.8,Inglés
Felipe Díaz Gutiérrez,10000158-6,2do Básico,B,Música,Nicolás Valenzuela Cruz,2025-08-17,evaluacion,5.3,Música
Victoria Muñoz Gutiérrez,10000083-0,1ro Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-07-05,evaluacion,6.3,Ciencias Naturales
Vicente González Jara,10000027-k,1ro Básico,A,Tecnología,Trinidad Santana Ibarra,2025-12-06,evaluacion,4.5,Tecnología
Valentina Rojas Contreras,10000092-k,2do Básico,A,Educación Física,Francisco Vargas Jiménez,2025-07-06,tarea,6.1,Educación Física
Santiago Díaz Campos,10000148-9,2do Básico,B,Orientación,Andrés Poblete Oyarzún,2025-04-07,evaluacion,5.6,Orientación
Maximiliano González López,10000019-9,1ro Básico,A,Inglés,Maximiliano Espinoza Molina,2025-05-27,evaluacion,5.0,Inglés
Valentina Muñoz Contreras,10000047-4,1ro Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-03-09,evaluacion,4.8,Ciencias Naturales
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-07-20,tarea,5.0,Ciencias Naturales
Diego Rojas Figueroa,10000101-2,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-11-02,prueba,4.0,Artes Visuales
Gabriela Muñoz Alarcón,10000089-k,1ro Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-09-19,evaluacion,4.7,Artes Visuales
Ángel González Vega,10000037-7,1ro Básico,A,Tecnología,Trinidad Santana Ibarra,2025-10-08,evaluacion,4.7,Tecnología
Benjamín Díaz Sepúlveda,10000138-1,2do Básico,B,Matemáticas,Ana González Muñoz,2025-06-03,evaluacion,5.3,Matemáticas
Andrés Rojas Díaz,10000121-7,2do Básico,A,Matemáticas,María López García,2025-10-26,tarea,6.5,Matemáticas
Manuel Rojas Sepúlveda,10000123-3,2do Básico,A,Inglés,Renata Contreras Vera,2025-04-25,evaluacion,5.8,Inglés
Manuel González Sepúlveda,10000033-4,1ro Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-03-15,tarea,5.7,Matemáticas
Gabriela Díaz Alarcón,10000179-9,2do Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-08-14,prueba,5.7,Lenguaje y Comunicación
Ignacia González Contreras,10000032-6,1ro Básico,A,Tecnología,Samuel Jara Bustos,2025-05-05,tarea,6.1,Tecnología
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-05-15,prueba,4.5,Ciencias Naturales
Diego Rojas Figueroa,10000101-2,2do Básico,A,Orientación,Constanza Riquelme Carvajal,2025-10-11,evaluacion,6.5,Orientación
Victoria Muñoz Gutiérrez,10000083-0,1ro Básico,B,Música,Nicolás Valenzuela Cruz,2025-12-11,evaluacion,5.3,Música
Eduardo Muñoz Ramírez,10000084-9,1ro Básico,B,Ciencias Naturales,Diego Morales Soto,2025-12-10,evaluacion,4.5,Ciencias Naturales
Amanda González Cortés,10000010-5,1ro Básico,A,Inglés,Renata Contreras Vera,2025-06-23,evaluacion,6.3,Inglés
Sebastián Díaz Cortés,10000160-8,2do Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-05-22,tarea,5.8,Ciencias Naturales
Lucas Muñoz Torres,10000050-4,1ro Básico,B,Artes Visuales,Isidora Flores Paredes,2025-08-23,prueba,4.2,Artes Visuales
Diego Rojas Figueroa,10000101-2,2do Básico,A,Música,Nicolás Valenzuela Cruz,2025-08-22,tarea,5.8,Música
Francisca Díaz Espinoza,10000171-3,2do Básico,B,Matemáticas,Ana González Muñoz,2025-06-04,tarea,5.0,Matemáticas
Gabriel Díaz Contreras,10000152-7,2do Básico,B,Artes Visuales,Manuel Romero Cortés,2025-06-21,evaluacion,5.2,Artes Visuales
Sofía González González,10000000-8,1ro Básico,A,Artes Visuales,Isidora Flores Paredes,2025-09-15,tarea,6.9,Artes Visuales
Florencia Muñoz Díaz,10000061-k,1ro Básico,B,Inglés,Maximiliano Espinoza Molina,2025-08-16,evaluacion,6.2,Inglés
Florencia Díaz Díaz,10000151-9,2do Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-06-19,tarea,4.7,Ciencias Naturales
Josefa Rojas Alarcón,10000104-7,2do Básico,A,Música,Nicolás Valenzuela Cruz,2025-05-12,prueba,6.0,Música
Isidora González Espinoza,10000006-7,1ro Básico,A,Matemáticas,Ana González Muñoz,2025-05-10,evaluacion,5.3,Matemáticas
Ignacia González Contreras,10000032-6,1ro Básico,A,Música,Vicente Tapia Iglesias,2025-03-24,tarea,5.5,Música
Felipe Díaz Gutiérrez,10000158-6,2do Básico,B,Educación Física,Sebastián Silva Morales,2025-07-07,evaluacion,6.7,Educación Física
Daniela Rojas Jara,10000132-2,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-12-11,tarea,5.7,Ciencias Naturales
Francisca Muñoz Espinoza,10000081-4,1ro Básico,B,Inglés,Joaquín Araya Peña,2025-05-23,tarea,6.9,Inglés
Fernanda González Figueroa,10000026-1,1ro Básico,A,Orientación,Constanza Riquelme Carvajal,2025-12-12,prueba,7.0,Orientación
Emilia Muñoz Gutiérrez,10000053-9,1ro Básico,B,Educación Física,Sebastián Silva Morales,2025-09-17,prueba,6.7,Educación Física
Nicolás Muñoz González,10000060-1,1ro Básico,B,Música,Vicente Tapia Iglesias,2025-12-29,evaluacion,6.7,Música
Mateo Muñoz Torres,10000080-6,1ro Básico,B,Matemáticas,Ana González Muñoz,2025-04-01,evaluacion,6.9,Matemáticas
Nicolás Rojas González,10000105-5,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-03-25,evaluacion,5.2,Lenguaje y Comunicación
Renata Díaz López,10000169-1,2do Básico,B,Artes Visuales,Isidora Flores Paredes,2025-10-27,prueba,4.2,Artes Visuales
Isidora Díaz Espinoza,10000141-1,2do Básico,B,Inglés,Renata Contreras Vera,2025-12-13,evaluacion,7.0,Inglés
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-09-29,tarea,6.1,Lenguaje y Comunicación
Florencia Muñoz Díaz,10000061-k,1ro Básico,B,Lenguaje y Comunicación,Carmen López Valenzuela,2025-05-10,tarea,4.2,Lenguaje y Comunicación
Francisca Muñoz Espinoza,10000081-4,1ro Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-04-23,evaluacion,5.6,Artes Visuales
Josefa González Alarcón,10000014-8,1ro Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-06-17,evaluacion,6.6,Orientación
Renata Rojas López,10000124-1,2do Básico,A,Música,Vicente Tapia Iglesias,2025-03-07,prueba,5.0,Música
Valentina Muñoz Contreras,10000047-4,1ro Básico,B,Artes Visuales,Isidora Flores Paredes,2025-06-10,tarea,4.4,Artes Visuales
Javiera González Campos,10000028-8,1ro Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-12-21,prueba,6.1,Orientación
Ángel Díaz Vega,10000172-1,2do Básico,B,Música,Francisca Medina Aros,2025-04-15,tarea,4.3,Música
Felipe Muñoz Gutiérrez,10000068-7,1ro Básico,B,Inglés,Joaquín Araya Peña,2025-11-27,tarea,4.2,Inglés
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-06-15,evaluacion,5.1,Ciencias Naturales
Tomás Muñoz Ramírez,10000054-7,1ro Básico,B,Ciencias Naturales,Diego Morales Soto,2025-04-13,evaluacion,6.8,Ciencias Naturales
