nombre,rut,curso,seccion,asignatura,tipo,fecha,nota,tema
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,3,Textos breves
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,47,Comprensión lectora
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,46,Escritura básica
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,79,Vocales y consonantes
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,64,Palabras frecuentes
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,90,Textos breves
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,61,Comprensión lectora
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,45,Escritura básica
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,98,Vocales y consonantes
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,66,Palabras frecuentes
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,58,Textos breves
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,prueba,2025-03-05,52,Números 1-20
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,tarea,2025-03-07,33,Suma y resta básica
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,53,Figuras geométricas
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,prueba,2025-04-11,73,Secuencias numéricas
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,tarea,2025-05-13,15,Comparación de cantidades
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,96,Números 1-20
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,prueba,2025-05-17,54,Suma y resta básica
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,tarea,2025-06-19,61,Figuras geométricas
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,85,Secuencias numéricas
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,prueba,2025-06-23,74,Comparación de cantidades
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,prueba,2025-07-04,77,Números 1-20
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,tarea,2025-07-06,39,Suma y resta básica
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,21,Figuras geométricas
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,prueba,2025-08-10,26,Secuencias numéricas
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,tarea,2025-09-12,66,Comparación de cantidades
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,44,Números 1-20
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,prueba,2025-10-16,34,Suma y resta básica
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,tarea,2025-10-18,30,Figuras geométricas
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,16,Secuencias numéricas
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Matemáticas,prueba,2025-11-22,47,Comparación de cantidades
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,35,Seres vivos
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,91,Plantas y partes
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,9,Cinco sentidos
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,58,Ciclo del agua
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,94,Hábitat de animales
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,86,Seres vivos
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,66,Plantas y partes
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,50,Cinco sentidos
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,11,Ciclo del agua
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,20,Hábitat de animales
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,74,Seres vivos
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,17,Plantas y partes
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,9,Cinco sentidos
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,12,Ciclo del agua
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,92,Hábitat de animales
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,54,Seres vivos
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,74,Plantas y partes
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,9,Cinco sentidos
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,38,Ciclo del agua
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,43,Hábitat de animales
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,45,Mi familia
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,76,Mi comunidad
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,92,Ubicación espacial
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,97,Tradiciones
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,66,Símbolos patrios
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,56,Mi familia
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,25,Mi comunidad
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,64,Ubicación espacial
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,38,Tradiciones
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,8,Símbolos patrios
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,16,Mi familia
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,28,Mi comunidad
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,47,Ubicación espacial
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,41,Tradiciones
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,90,Símbolos patrios
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,14,Mi familia
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,12,Mi comunidad
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,74,Ubicación espacial
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,96,Tradiciones
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,36,Símbolos patrios
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,99,Comprensión lectora
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,3,Escritura básica
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,43,Vocales y consonantes
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,81,Palabras frecuentes
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,72,Textos breves
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,31,Comprensión lectora
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,8,Escritura básica
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,10,Vocales y consonantes
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,56,Palabras frecuentes
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,94,Textos breves
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,52,Comprensión lectora
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,86,Escritura básica
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,99,Vocales y consonantes
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,14,Palabras frecuentes
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,91,Textos breves
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,59,Comprensión lectora
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,87,Escritura básica
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,45,Vocales y consonantes
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,74,Palabras frecuentes
Martina González López,10000004-0,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,28,Textos breves
Martina González López,10000004-0,1ro Básico,A,Matemáticas,prueba,2025-03-05,90,Números 1-20
Martina González López,10000004-0,1ro Básico,A,Matemáticas,tarea,2025-03-07,82,Suma y resta básica
Martina González López,10000004-0,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,90,Figuras geométricas
Martina González López,10000004-0,1ro Básico,A,Matemáticas,prueba,2025-04-11,47,Secuencias numéricas
Martina González López,10000004-0,1ro Básico,A,Matemáticas,tarea,2025-05-13,92,Comparación de cantidades
Martina González López,10000004-0,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,19,Números 1-20
Martina González López,10000004-0,1ro Básico,A,Matemáticas,prueba,2025-05-17,86,Suma y resta básica
Martina González López,10000004-0,1ro Básico,A,Matemáticas,tarea,2025-06-19,41,Figuras geométricas
Martina González López,10000004-0,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,59,Secuencias numéricas
Martina González López,10000004-0,1ro Básico,A,Matemáticas,prueba,2025-06-23,48,Comparación de cantidades
Martina González López,10000004-0,1ro Básico,A,Matemáticas,prueba,2025-07-04,11,Números 1-20
Martina González López,10000004-0,1ro Básico,A,Matemáticas,tarea,2025-07-06,53,Suma y resta básica
Martina González López,10000004-0,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,66,Figuras geométricas
Martina González López,10000004-0,1ro Básico,A,Matemáticas,prueba,2025-08-10,86,Secuencias numéricas
Martina González López,10000004-0,1ro Básico,A,Matemáticas,tarea,2025-09-12,19,Comparación de cantidades
Martina González López,10000004-0,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,43,Números 1-20
Martina González López,10000004-0,1ro Básico,A,Matemáticas,prueba,2025-10-16,67,Suma y resta básica
Martina González López,10000004-0,1ro Básico,A,Matemáticas,tarea,2025-10-18,60,Figuras geométricas
Martina González López,10000004-0,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,94,Secuencias numéricas
Martina González López,10000004-0,1ro Básico,A,Matemáticas,prueba,2025-11-22,37,Comparación de cantidades
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,49,Seres vivos
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,93,Plantas y partes
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,66,Cinco sentidos
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,30,Ciclo del agua
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,23,Hábitat de animales
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,10,Seres vivos
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,84,Plantas y partes
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,33,Cinco sentidos
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,3,Ciclo del agua
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,70,Hábitat de animales
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,98,Seres vivos
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,53,Plantas y partes
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,58,Cinco sentidos
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,43,Ciclo del agua
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,33,Hábitat de animales
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,44,Seres vivos
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,34,Plantas y partes
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,48,Cinco sentidos
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,16,Ciclo del agua
Martina González López,10000004-0,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,80,Hábitat de animales
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,6,Mi familia
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,88,Mi comunidad
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,6,Ubicación espacial
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,65,Tradiciones
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,3,Símbolos patrios
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,44,Mi familia
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,33,Mi comunidad
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,76,Ubicación espacial
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,54,Tradiciones
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,61,Símbolos patrios
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,40,Mi familia
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,30,Mi comunidad
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,52,Ubicación espacial
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,59,Tradiciones
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,62,Símbolos patrios
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,22,Mi familia
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,37,Mi comunidad
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,41,Ubicación espacial
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,86,Tradiciones
Martina González López,10000004-0,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,62,Símbolos patrios
Lucas González Torres,10000005-9,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,6,Comprensión lectora
Lucas González Torres,10000005-9,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,24,Escritura básica
Lucas González Torres,10000005-9,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,82,Vocales y consonantes
