nombre,rut,username,curso,seccion,fecha,estado
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-03-12,absent
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-03-12,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-03-12,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-03-12,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-03-12,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-03-12,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-03-12,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-03-12,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-03-12,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-03-12,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-03-12,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-03-12,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-03-12,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-03-12,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-03-12,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-03-12,late
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-03-12,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-03-12,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-03-12,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-03-12,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-03-12,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-03-12,excused
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-03-12,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-03-12,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-03-12,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-03-12,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-03-12,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-03-12,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-03-12,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-03-12,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-03-12,excused
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-03-12,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-03-12,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-03-12,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-03-12,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-03-12,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-03-12,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-03-12,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-03-12,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-03-12,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-03-12,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-03-12,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-03-12,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-03-12,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-03-13,excused
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-03-13,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-03-13,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-03-13,absent
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-03-13,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-03-13,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-03-13,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-03-13,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-03-13,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-03-13,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-03-13,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-03-13,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-03-13,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-03-13,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-03-13,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-03-13,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-03-13,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-03-13,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-03-13,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-03-13,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-03-13,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-03-13,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-03-13,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-03-13,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-03-13,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-03-13,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-03-13,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-03-13,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-03-13,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-03-13,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-03-13,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-03-13,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-03-13,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-03-13,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-03-13,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-03-13,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-03-13,late
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-03-13,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-03-13,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-03-13,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-03-13,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-03-13,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-03-13,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-03-13,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-03-13,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-03-14,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-03-14,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-03-14,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-03-14,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-03-14,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-03-14,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-03-14,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-03-14,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-03-14,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-03-14,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-03-14,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-03-14,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-03-14,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-03-14,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-03-14,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-03-14,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-03-14,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-03-14,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-03-14,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-03-14,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-03-14,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-03-14,absent
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-03-14,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-03-14,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-03-14,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-03-14,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-03-14,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-03-14,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-03-14,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-03-14,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-03-14,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-03-14,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-03-14,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-03-14,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-03-14,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-03-14,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-03-14,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-03-14,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-03-14,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-03-14,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-03-14,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-03-14,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-03-14,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-03-14,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-03-14,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-03-17,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-03-17,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-03-17,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-03-17,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-03-17,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-03-17,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-03-17,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-03-17,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-03-17,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-03-17,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-03-17,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-03-17,absent
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-03-17,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-03-17,late
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-03-17,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-03-17,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-03-17,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-03-17,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-03-17,absent
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-03-17,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-03-17,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-03-17,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-03-17,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-03-17,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-03-17,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-03-17,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-03-17,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-03-17,absent
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-03-17,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-03-17,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-03-17,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-03-17,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-03-17,excused
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-03-17,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-03-17,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-03-17,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-03-17,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-03-17,excused
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-03-17,absent
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-03-17,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-03-17,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-03-17,late
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-03-17,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-03-17,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-03-17,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-03-18,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-03-18,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-03-18,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-03-18,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-03-18,late
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-03-18,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-03-18,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-03-18,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-03-18,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-03-18,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-03-18,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-03-18,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-03-18,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-03-18,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-03-18,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-03-18,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-03-18,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-03-18,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-03-18,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-03-18,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-03-18,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-03-18,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-03-18,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-03-18,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-03-18,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-03-18,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-03-18,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-03-18,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-03-18,absent
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-03-18,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-03-18,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-03-18,present
